Step,Number
402,12336647631090905714398286977701730337421615342244025922254004578868168175476578399636295733014800369629718026
403,6168323815545452857199143488850865168710807671122012961127002289434084087738289199818147866507400184814859013
404,18504971446636358571597430466552595506132423013366038883381006868302252263214867599454443599522200554444577040
405,9252485723318179285798715233276297753066211506683019441690503434151126131607433799727221799761100277222288520
406,4626242861659089642899357616638148876533105753341509720845251717075563065803716899863610899880550138611144260
407,2313121430829544821449678808319074438266552876670754860422625858537781532901858449931805449940275069305572130
408,1156560715414772410724839404159537219133276438335377430211312929268890766450929224965902724970137534652786065
409,3469682146244317232174518212478611657399829315006132290633938787806672299352787674897708174910412603958358196
410,1734841073122158616087259106239305828699914657503066145316969393903336149676393837448854087455206301979179098
411,867420536561079308043629553119652914349957328751533072658484696951668074838196918724427043727603150989589549
412,2602261609683237924130888659358958743049871986254599217975454090855004224514590756173281131182809452968768648
413,1301130804841618962065444329679479371524935993127299608987727045427502112257295378086640565591404726484384324
414,650565402420809481032722164839739685762467996563649804493863522713751056128647689043320282795702363242192162
415,325282701210404740516361082419869842881233998281824902246931761356875528064323844521660141397851181621096081
416,975848103631214221549083247259609528643701994845474706740795284070626584192971533564980424193553544863288244
417,487924051815607110774541623629804764321850997422737353370397642035313292096485766782490212096776772431644122
418,243962025907803555387270811814902382160925498711368676685198821017656646048242883391245106048388386215822061
419,731886077723410666161812435444707146482776496134106030055596463052969938144728650173735318145165158647466184
420,365943038861705333080906217722353573241388248067053015027798231526484969072364325086867659072582579323733092
421,182971519430852666540453108861176786620694124033526507513899115763242484536182162543433829536291289661866546
422,91485759715426333270226554430588393310347062016763253756949557881621242268091081271716914768145644830933273
423,274457279146278999810679663291765179931041186050289761270848673644863726804273243815150744304436934492799820
424,137228639573139499905339831645882589965520593025144880635424336822431863402136621907575372152218467246399910
425,68614319786569749952669915822941294982760296512572440317712168411215931701068310953787686076109233623199955
426,205842959359709249858009747468823884948280889537717320953136505233647795103204932861363058228327700869599866
427,102921479679854624929004873734411942474140444768858660476568252616823897551602466430681529114163850434799933
428,308764439039563874787014621203235827422421334306575981429704757850471692654807399292044587342491551304399800
429,154382219519781937393507310601617913711210667153287990714852378925235846327403699646022293671245775652199900
430,77191109759890968696753655300808956855605333576643995357426189462617923163701849823011146835622887826099950
431,38595554879945484348376827650404478427802666788321997678713094731308961581850924911505573417811443913049975
432,115786664639836453045130482951213435283408000364965993036139284193926884745552774734516720253434331739149926
433,57893332319918226522565241475606717641704000182482996518069642096963442372776387367258360126717165869574963
434,173679996959754679567695724426820152925112000547448989554208926290890327118329162101775080380151497608724890
435,86839998479877339783847862213410076462556000273724494777104463145445163559164581050887540190075748804362445
436,260519995439632019351543586640230229387668000821173484331313389436335490677493743152662620570227246413087336
437,130259997719816009675771793320115114693834000410586742165656694718167745338746871576331310285113623206543668
438,65129998859908004837885896660057557346917000205293371082828347359083872669373435788165655142556811603271834
439,32564999429954002418942948330028778673458500102646685541414173679541936334686717894082827571278405801635917
440,97694998289862007256828844990086336020375500307940056624242521038625809004060153682248482713835217404907752
441,48847499144931003628414422495043168010187750153970028312121260519312904502030076841124241356917608702453876
442,24423749572465501814207211247521584005093875076985014156060630259656452251015038420562120678458804351226938
443,12211874786232750907103605623760792002546937538492507078030315129828226125507519210281060339229402175613469
444,36635624358698252721310816871282376007640812615477521234090945389484678376522557630843181017688206526840408
445,18317812179349126360655408435641188003820406307738760617045472694742339188261278815421590508844103263420204
446,9158906089674563180327704217820594001910203153869380308522736347371169594130639407710795254422051631710102
447,4579453044837281590163852108910297000955101576934690154261368173685584797065319703855397627211025815855051
448,13738359134511844770491556326730891002865304730804070462784104521056754391195959111566192881633077447565154
449,6869179567255922385245778163365445501432652365402035231392052260528377195597979555783096440816538723782577
450,20607538701767767155737334490096336504297957096206105694176156781585131586793938667349289322449616171347732
451,10303769350883883577868667245048168252148978548103052847088078390792565793396969333674644661224808085673866
452,5151884675441941788934333622524084126074489274051526423544039195396282896698484666837322330612404042836933
453,15455654026325825366803000867572252378223467822154579270632117586188848690095454000511966991837212128510800
454,7727827013162912683401500433786126189111733911077289635316058793094424345047727000255983495918606064255400
455,3863913506581456341700750216893063094555866955538644817658029396547212172523863500127991747959303032127700
456,1931956753290728170850375108446531547277933477769322408829014698273606086261931750063995873979651516063850
457,965978376645364085425187554223265773638966738884661204414507349136803043130965875031997936989825758031925
458,2897935129936092256275562662669797320916900216653983613243522047410409129392897625095993810969477274095776
459,1448967564968046128137781331334898660458450108326991806621761023705204564696448812547996905484738637047888
460,724483782484023064068890665667449330229225054163495903310880511852602282348224406273998452742369318523944
461,362241891242011532034445332833724665114612527081747951655440255926301141174112203136999226371184659261972
462,181120945621005766017222666416862332557306263540873975827720127963150570587056101568499613185592329630986
463,90560472810502883008611333208431166278653131770436987913860063981575285293528050784249806592796164815493
464,271681418431508649025833999625293498835959395311310963741580191944725855880584152352749419778388494446480
465,135840709215754324512916999812646749417979697655655481870790095972362927940292076176374709889194247223240
466,67920354607877162256458499906323374708989848827827740935395047986181463970146038088187354944597123611620
467,33960177303938581128229249953161687354494924413913870467697523993090731985073019044093677472298561805810
468,16980088651969290564114624976580843677247462206956935233848761996545365992536509522046838736149280902905
469,50940265955907871692343874929742531031742386620870805701546285989636097977609528566140516208447842708716
470,25470132977953935846171937464871265515871193310435402850773142994818048988804764283070258104223921354358
471,12735066488976967923085968732435632757935596655217701425386571497409024494402382141535129052111960677179
472,38205199466930903769257906197306898273806789965653104276159714492227073483207146424605387156335882031538
473,19102599733465451884628953098653449136903394982826552138079857246113536741603573212302693578167941015769
474,57307799200396355653886859295960347410710184948479656414239571738340610224810719636908080734503823047308
475,28653899600198177826943429647980173705355092474239828207119785869170305112405359818454040367251911523654
476,14326949800099088913471714823990086852677546237119914103559892934585152556202679909227020183625955761827
477,42980849400297266740415144471970260558032638711359742310679678803755457668608039727681060550877867285482
478,21490424700148633370207572235985130279016319355679871155339839401877728834304019863840530275438933642741
479,64471274100445900110622716707955390837048958067039613466019518205633186502912059591521590826316800928224
480,32235637050222950055311358353977695418524479033519806733009759102816593251456029795760795413158400464112
481,16117818525111475027655679176988847709262239516759903366504879551408296625728014897880397706579200232056
482,8058909262555737513827839588494423854631119758379951683252439775704148312864007448940198853289600116028
483,4029454631277868756913919794247211927315559879189975841626219887852074156432003724470099426644800058014
484,2014727315638934378456959897123605963657779939594987920813109943926037078216001862235049713322400029007
485,6044181946916803135370879691370817890973339818784963762439329831778111234648005586705149139967200087022
486,3022090973458401567685439845685408945486669909392481881219664915889055617324002793352574569983600043511
487,9066272920375204703056319537056226836460009728177445643658994747667166851972008380057723709950800130534
488,4533136460187602351528159768528113418230004864088722821829497373833583425986004190028861854975400065267
489,13599409380562807054584479305584340254690014592266168465488492121500750277958012570086585564926200195802
490,6799704690281403527292239652792170127345007296133084232744246060750375138979006285043292782463100097901
491,20399114070844210581876718958376510382035021888399252698232738182251125416937018855129878347389300293704
492,10199557035422105290938359479188255191017510944199626349116369091125562708468509427564939173694650146852
493,5099778517711052645469179739594127595508755472099813174558184545562781354234254713782469586847325073426
494,2549889258855526322734589869797063797754377736049906587279092272781390677117127356891234793423662536713
495,7649667776566578968203769609391191393263133208149719761837276818344172031351382070673704380270987610140
496,3824833888283289484101884804695595696631566604074859880918638409172086015675691035336852190135493805070
497,1912416944141644742050942402347797848315783302037429940459319204586043007837845517668426095067746902535
498,5737250832424934226152827207043393544947349906112289821377957613758129023513536553005278285203240707606
499,2868625416212467113076413603521696772473674953056144910688978806879064511756768276502639142601620353803
500,8605876248637401339229240810565090317421024859168434732066936420637193535270304829507917427804861061410
501,4302938124318700669614620405282545158710512429584217366033468210318596767635152414753958713902430530705
502,12908814372956102008843861215847635476131537288752652098100404630955790302905457244261876141707291592116
503,6454407186478051004421930607923817738065768644376326049050202315477895151452728622130938070853645796058
504,3227203593239025502210965303961908869032884322188163024525101157738947575726364311065469035426822898029
505,9681610779717076506632895911885726607098652966564489073575303473216842727179092933196407106280468694088
506,4840805389858538253316447955942863303549326483282244536787651736608421363589546466598203553140234347044
507,2420402694929269126658223977971431651774663241641122268393825868304210681794773233299101776570117173522
508,1210201347464634563329111988985715825887331620820561134196912934152105340897386616649550888285058586761
509,3630604042393903689987335966957147477661994862461683402590738802456316022692159849948652664855175760284
510,1815302021196951844993667983478573738830997431230841701295369401228158011346079924974326332427587880142
511,907651010598475922496833991739286869415498715615420850647684700614079005673039962487163166213793940071
512,2722953031795427767490501975217860608246496146846262551943054101842237017019119887461489498641381820214
513,1361476515897713883745250987608930304123248073423131275971527050921118508509559943730744749320690910107
514,4084429547693141651235752962826790912369744220269393827914581152763355525528679831192234247962072730322
515,2042214773846570825617876481413395456184872110134696913957290576381677762764339915596117123981036365161
516,6126644321539712476853629444240186368554616330404090741871871729145033288293019746788351371943109095484
517,3063322160769856238426814722120093184277308165202045370935935864572516644146509873394175685971554547742
518,1531661080384928119213407361060046592138654082601022685467967932286258322073254936697087842985777273871
519,4594983241154784357640222083180139776415962247803068056403903796858774966219764810091263528957331821614
520,2297491620577392178820111041590069888207981123901534028201951898429387483109882405045631764478665910807
521,6892474861732176536460333124770209664623943371704602084605855695288162449329647215136895293435997732422
522,3446237430866088268230166562385104832311971685852301042302927847644081224664823607568447646717998866211
523,10338712292598264804690499687155314496935915057556903126908783542932243673994470822705342940153996598634
524,5169356146299132402345249843577657248467957528778451563454391771466121836997235411352671470076998299317
525,15508068438897397207035749530732971745403872586335354690363175314398365510991706234058014410230994897952
526,7754034219448698603517874765366485872701936293167677345181587657199182755495853117029007205115497448976
527,3877017109724349301758937382683242936350968146583838672590793828599591377747926558514503602557748724488
528,1938508554862174650879468691341621468175484073291919336295396914299795688873963279257251801278874362244
529,969254277431087325439734345670810734087742036645959668147698457149897844436981639628625900639437181122
530,484627138715543662719867172835405367043871018322979834073849228574948922218490819814312950319718590561
531,1453881416146630988159601518506216101131613054968939502221547685724846766655472459442938850959155771684
532,726940708073315494079800759253108050565806527484469751110773842862423383327736229721469425479577885842
533,363470354036657747039900379626554025282903263742234875555386921431211691663868114860734712739788942921
534,1090411062109973241119701138879662075848709791226704626666160764293635074991604344582204138219366828764
535,545205531054986620559850569439831037924354895613352313333080382146817537495802172291102069109683414382
536,272602765527493310279925284719915518962177447806676156666540191073408768747901086145551034554841707191
537,817808296582479930839775854159746556886532343420028469999620573220226306243703258436653103664525121574
538,408904148291239965419887927079873278443266171710014234999810286610113153121851629218326551832262560787
539,1226712444873719896259663781239619835329798515130042704999430859830339459365554887654979655496787682362
540,613356222436859948129831890619809917664899257565021352499715429915169729682777443827489827748393841181
541,1840068667310579844389495671859429752994697772695064057499146289745509189048332331482469483245181523544
542,920034333655289922194747835929714876497348886347532028749573144872754594524166165741234741622590761772
543,460017166827644961097373917964857438248674443173766014374786572436377297262083082870617370811295380886
544,230008583413822480548686958982428719124337221586883007187393286218188648631041541435308685405647690443
545,690025750241467441646060876947286157373011664760649021562179858654565945893124624305926056216943071330
546,345012875120733720823030438473643078686505832380324510781089929327282972946562312152963028108471535665
547,1035038625362201162469091315420929236059517497140973532343269787981848918839686936458889084325414606996
548,517519312681100581234545657710464618029758748570486766171634893990924459419843468229444542162707303498
549,258759656340550290617272828855232309014879374285243383085817446995462229709921734114722271081353651749
550,776278969021650871851818486565696927044638122855730149257452340986386689129765202344166813244060955248
551,388139484510825435925909243282848463522319061427865074628726170493193344564882601172083406622030477624
552,194069742255412717962954621641424231761159530713932537314363085246596672282441300586041703311015238812
553,97034871127706358981477310820712115880579765356966268657181542623298336141220650293020851655507619406
554,48517435563853179490738655410356057940289882678483134328590771311649168070610325146510425827753809703
555,145552306691559538472215966231068173820869648035449402985772313934947504211830975439531277483261429110
556,72776153345779769236107983115534086910434824017724701492886156967473752105915487719765638741630714555
557,218328460037339307708323949346602260731304472053174104478658470902421256317746463159296916224892143666
558,109164230018669653854161974673301130365652236026587052239329235451210628158873231579648458112446071833
559,327492690056008961562485924019903391096956708079761156717987706353631884476619694738945374337338215500
560,163746345028004480781242962009951695548478354039880578358993853176815942238309847369472687168669107750
561,81873172514002240390621481004975847774239177019940289179496926588407971119154923684736343584334553875
562,245619517542006721171864443014927543322717531059820867538490779765223913357464771054209030753003661626
563,122809758771003360585932221507463771661358765529910433769245389882611956678732385527104515376501830813
564,368429276313010081757796664522391314984076296589731301307736169647835870036197156581313546129505492440
565,184214638156505040878898332261195657492038148294865650653868084823917935018098578290656773064752746220
566,92107319078252520439449166130597828746019074147432825326934042411958967509049289145328386532376373110
567,46053659539126260219724583065298914373009537073716412663467021205979483754524644572664193266188186555
568,138160978617378780659173749195896743119028611221149237990401063617938451263573933717992579798564559666
569,69080489308689390329586874597948371559514305610574618995200531808969225631786966858996289899282279833
570,207241467926068170988760623793845114678542916831723856985601595426907676895360900576988869697846839500
571,103620733963034085494380311896922557339271458415861928492800797713453838447680450288494434848923419750
572,51810366981517042747190155948461278669635729207930964246400398856726919223840225144247217424461709875
573,155431100944551128241570467845383836008907187623792892739201196570180757671520675432741652273385129626
574,77715550472275564120785233922691918004453593811896446369600598285090378835760337716370826136692564813
575,233146651416826692362355701768075754013360781435689339108801794855271136507281013149112478410077694440
576,116573325708413346181177850884037877006680390717844669554400897427635568253640506574556239205038847220
577,58286662854206673090588925442018938503340195358922334777200448713817784126820253287278119602519423610
578,29143331427103336545294462721009469251670097679461167388600224356908892063410126643639059801259711805
579,87429994281310009635883388163028407755010293038383502165800673070726676190230379930917179403779135416
580,43714997140655004817941694081514203877505146519191751082900336535363338095115189965458589701889567708
581,21857498570327502408970847040757101938752573259595875541450168267681669047557594982729294850944783854
582,10928749285163751204485423520378550969376286629797937770725084133840834523778797491364647425472391927
583,32786247855491253613456270561135652908128859889393813312175252401522503571336392474093942276417175782
584,16393123927745626806728135280567826454064429944696906656087626200761251785668196237046971138208587891
585,49179371783236880420184405841703479362193289834090719968262878602283755357004588711140913414625763674
586,24589685891618440210092202920851739681096644917045359984131439301141877678502294355570456707312881837
587,73769057674855320630276608762555219043289934751136079952394317903425633035506883066711370121938645512
588,36884528837427660315138304381277609521644967375568039976197158951712816517753441533355685060969322756
589,18442264418713830157569152190638804760822483687784019988098579475856408258876720766677842530484661378
590,9221132209356915078784576095319402380411241843892009994049289737928204129438360383338921265242330689
591,27663396628070745236353728285958207141233725531676029982147869213784612388315081150016763795726992068
592,13831698314035372618176864142979103570616862765838014991073934606892306194157540575008381897863496034
593,6915849157017686309088432071489551785308431382919007495536967303446153097078770287504190948931748017
594,20747547471053058927265296214468655355925294148757022486610901910338459291236310862512572846795244052
595,10373773735526529463632648107234327677962647074378511243305450955169229645618155431256286423397622026
596,5186886867763264731816324053617163838981323537189255621652725477584614822809077715628143211698811013
597,15560660603289794195448972160851491516943970611567766864958176432753844468427233146884429635096433040
598,7780330301644897097724486080425745758471985305783883432479088216376922234213616573442214817548216520
599,3890165150822448548862243040212872879235992652891941716239544108188461117106808286721107408774108260
600,1945082575411224274431121520106436439617996326445970858119772054094230558553404143360553704387054130
601,972541287705612137215560760053218219808998163222985429059886027047115279276702071680276852193527065
602,2917623863116836411646682280159654659426994489668956287179658081141345837830106215040830556580581196
603,1458811931558418205823341140079827329713497244834478143589829040570672918915053107520415278290290598
604,729405965779209102911670570039913664856748622417239071794914520285336459457526553760207639145145299
605,2188217897337627308735011710119740994570245867251717215384743560856009378372579661280622917435435898
606,1094108948668813654367505855059870497285122933625858607692371780428004689186289830640311458717717949
607,3282326846006440963102517565179611491855368800877575823077115341284014067558869491920934376153153848
608,1641163423003220481551258782589805745927684400438787911538557670642007033779434745960467188076576924
609,820581711501610240775629391294902872963842200219393955769278835321003516889717372980233594038288462
610,410290855750805120387814695647451436481921100109696977884639417660501758444858686490116797019144231
611,1230872567252415361163444086942354309445763300329090933653918252981505275334576059470350391057432694
612,615436283626207680581722043471177154722881650164545466826959126490752637667288029735175195528716347
613,1846308850878623041745166130413531464168644950493636400480877379472257913001864089205525586586149042
614,923154425439311520872583065206765732084322475246818200240438689736128956500932044602762793293074521
615,2769463276317934562617749195620297196252967425740454600721316069208386869502796133808288379879223564
616,1384731638158967281308874597810148598126483712870227300360658034604193434751398066904144189939611782
617,692365819079483640654437298905074299063241856435113650180329017302096717375699033452072094969805891
618,2077097457238450921963311896715222897189725569305340950540987051906290152127097100356216284909417674
619,1038548728619225460981655948357611448594862784652670475270493525953145076063548550178108142454708837
620,3115646185857676382944967845072834345784588353958011425811480577859435228190645650534324427364126512
621,1557823092928838191472483922536417172892294176979005712905740288929717614095322825267162213682063256
622,778911546464419095736241961268208586446147088489502856452870144464858807047661412633581106841031628
623,389455773232209547868120980634104293223073544244751428226435072232429403523830706316790553420515814
624,194727886616104773934060490317052146611536772122375714113217536116214701761915353158395276710257907
625,584183659848314321802181470951156439834610316367127142339652608348644105285746059475185830130773722
626,292091829924157160901090735475578219917305158183563571169826304174322052642873029737592915065386861
627,876275489772471482703272206426734659751915474550690713509478912522966157928619089212778745196160584
628,438137744886235741351636103213367329875957737275345356754739456261483078964309544606389372598080292
629,219068872443117870675818051606683664937978868637672678377369728130741539482154772303194686299040146
630,109534436221558935337909025803341832468989434318836339188684864065370769741077386151597343149520073
631,328603308664676806013727077410025497406968302956509017566054592196112309223232158454792029448560220
632,164301654332338403006863538705012748703484151478254508783027296098056154611616079227396014724280110
633,82150827166169201503431769352506374351742075739127254391513648049028077305808039613698007362140055
634,246452481498507604510295308057519123055226227217381763174540944147084231917424118841094022086420166
635,123226240749253802255147654028759561527613113608690881587270472073542115958712059420547011043210083
636,369678722247761406765442962086278684582839340826072644761811416220626347876136178261641033129630250
637,184839361123880703382721481043139342291419670413036322380905708110313173938068089130820516564815125
638,554518083371642110148164443129418026874259011239108967142717124330939521814204267392461549694445376
639,277259041685821055074082221564709013437129505619554483571358562165469760907102133696230774847222688
640,138629520842910527537041110782354506718564752809777241785679281082734880453551066848115387423611344
641,69314760421455263768520555391177253359282376404888620892839640541367440226775533424057693711805672
642,34657380210727631884260277695588626679641188202444310446419820270683720113387766712028846855902836
643,17328690105363815942130138847794313339820594101222155223209910135341860056693883356014423427951418
644,8664345052681907971065069423897156669910297050611077611604955067670930028346941678007211713975709
645,25993035158045723913195208271691470009730891151833232834814865203012790085040825034021635141927128
646,12996517579022861956597604135845735004865445575916616417407432601506395042520412517010817570963564
647,6498258789511430978298802067922867502432722787958308208703716300753197521260206258505408785481782
648,3249129394755715489149401033961433751216361393979154104351858150376598760630103129252704392740891
649,9747388184267146467448203101884301253649084181937462313055574451129796281890309387758113178222674
650,4873694092133573233724101550942150626824542090968731156527787225564898140945154693879056589111337
651,14621082276400719701172304652826451880473626272906193469583361676694694422835464081637169767334012
652,7310541138200359850586152326413225940236813136453096734791680838347347211417732040818584883667006
653,3655270569100179925293076163206612970118406568226548367395840419173673605708866020409292441833503
654,10965811707300539775879228489619838910355219704679645102187521257521020817126598061227877325500510
655,5482905853650269887939614244809919455177609852339822551093760628760510408563299030613938662750255
656,16448717560950809663818842734429758365532829557019467653281281886281531225689897091841815988250766
657,8224358780475404831909421367214879182766414778509733826640640943140765612844948545920907994125383
658,24673076341426214495728264101644637548299244335529201479921922829422296838534845637762723982376150
659,12336538170713107247864132050822318774149622167764600739960961414711148419267422818881361991188075
660,37009614512139321743592396152466956322448866503293802219882884244133445257802268456644085973564226
661,18504807256069660871796198076233478161224433251646901109941442122066722628901134228322042986782113
662,55514421768208982615388594228700434483673299754940703329824326366200167886703402684966128960346340
663,27757210884104491307694297114350217241836649877470351664912163183100083943351701342483064480173170
664,13878605442052245653847148557175108620918324938735175832456081591550041971675850671241532240086585
665,41635816326156736961541445671525325862754974816205527497368244774650125915027552013724596720259756
666,20817908163078368480770722835762662931377487408102763748684122387325062957513776006862298360129878
667,10408954081539184240385361417881331465688743704051381874342061193662531478756888003431149180064939
668,31226862244617552721156084253643994397066231112154145623026183580987594436270664010293447540194818
669,15613431122308776360578042126821997198533115556077072811513091790493797218135332005146723770097409
670,46840293366926329081734126380465991595599346668231218434539275371481391654405996015440171310292228
671,23420146683463164540867063190232995797799673334115609217269637685740695827202998007720085655146114
672,11710073341731582270433531595116497898899836667057804608634818842870347913601499003860042827573057
673,35130220025194746811300594785349493696699510001173413825904456528611043740804497011580128482719172
674,17565110012597373405650297392674746848349755000586706912952228264305521870402248505790064241359586
675,8782555006298686702825148696337373424174877500293353456476114132152760935201124252895032120679793
676,26347665018896060108475446089012120272524632500880060369428342396458282805603372758685096362039380
677,13173832509448030054237723044506060136262316250440030184714171198229141402801686379342548181019690
678,6586916254724015027118861522253030068131158125220015092357085599114570701400843189671274090509845
679,19760748764172045081356584566759090204393474375660045277071256797343712104202529569013822271529536
680,9880374382086022540678292283379545102196737187830022638535628398671856052101264784506911135764768
681,4940187191043011270339146141689772551098368593915011319267814199335928026050632392253455567882384
682,2470093595521505635169573070844886275549184296957505659633907099667964013025316196126727783941192
683,1235046797760752817584786535422443137774592148478752829816953549833982006512658098063363891970596
684,617523398880376408792393267711221568887296074239376414908476774916991003256329049031681945985298
685,308761699440188204396196633855610784443648037119688207454238387458495501628164524515840972992649
686,926285098320564613188589901566832353330944111359064622362715162375486504884493573547522918977948
687,463142549160282306594294950783416176665472055679532311181357581187743252442246786773761459488974
688,231571274580141153297147475391708088332736027839766155590678790593871626221123393386880729744487
689,694713823740423459891442426175124264998208083519298466772036371781614878663370180160642189233462
690,347356911870211729945721213087562132499104041759649233386018185890807439331685090080321094616731
691,1042070735610635189837163639262686397497312125278947700158054557672422317995055270240963283850194
692,521035367805317594918581819631343198748656062639473850079027278836211158997527635120481641925097
693,1563106103415952784755745458894029596245968187918421550237081836508633476992582905361444925775292
694,781553051707976392377872729447014798122984093959210775118540918254316738496291452680722462887646
695,390776525853988196188936364723507399061492046979605387559270459127158369248145726340361231443823
696,1172329577561964588566809094170522197184476140938816162677811377381475107744437179021083694331470
697,586164788780982294283404547085261098592238070469408081338905688690737553872218589510541847165735
698,1758494366342946882850213641255783295776714211408224244016717066072212661616655768531625541497206
699,879247183171473441425106820627891647888357105704112122008358533036106330808327884265812770748603
700,2637741549514420324275320461883674943665071317112336366025075599108318992424983652797438312245810
701,1318870774757210162137660230941837471832535658556168183012537799554159496212491826398719156122905
702,3956612324271630486412980692825512415497606975668504549037613398662478488637475479196157468368716
703,1978306162135815243206490346412756207748803487834252274518806699331239244318737739598078734184358
704,989153081067907621603245173206378103874401743917126137259403349665619622159368869799039367092179
705,2967459243203722864809735519619134311623205231751378411778210048996858866478106609397118101276538
706,1483729621601861432404867759809567155811602615875689205889105024498429433239053304698559050638269
707,4451188864805584297214603279428701467434807847627067617667315073495288299717159914095677151914808
708,2225594432402792148607301639714350733717403923813533808833657536747644149858579957047838575957404
709,1112797216201396074303650819857175366858701961906766904416828768373822074929289978523919287978702
710,556398608100698037151825409928587683429350980953383452208414384186911037464644989261959643989351
711,1669195824302094111455476229785763050288052942860150356625243152560733112393934967785878931968054
712,834597912151047055727738114892881525144026471430075178312621576280366556196967483892939465984027
713,2503793736453141167183214344678644575432079414290225534937864728841099668590902451678818397952082
714,1251896868226570583591607172339322287716039707145112767468932364420549834295451225839409198976041
715,3755690604679711750774821517017966863148119121435338302406797093261649502886353677518227596928124
716,1877845302339855875387410758508983431574059560717669151203398546630824751443176838759113798464062
717,938922651169927937693705379254491715787029780358834575601699273315412375721588419379556899232031
718,2816767953509783813081116137763475147361089341076503726805097819946237127164765258138670697696094
719,1408383976754891906540558068881737573680544670538251863402548909973118563582382629069335348848047
720,4225151930264675719621674206645212721041634011614755590207646729919355690747147887208006046544142
721,2112575965132337859810837103322606360520817005807377795103823364959677845373573943604003023272071
722,6337727895397013579432511309967819081562451017422133385311470094879033536120721830812009069816214
723,3168863947698506789716255654983909540781225508711066692655735047439516768060360915406004534908107
724,9506591843095520369148766964951728622343676526133200077967205142318550304181082746218013604724322
725,4753295921547760184574383482475864311171838263066600038983602571159275152090541373109006802362161
726,14259887764643280553723150447427592933515514789199800116950807713477825456271624119327020407086484
727,7129943882321640276861575223713796466757757394599900058475403856738912728135812059663510203543242
728,3564971941160820138430787611856898233378878697299950029237701928369456364067906029831755101771621
729,10694915823482460415292362835570694700136636091899850087713105785108369092203718089495265305314864
730,5347457911741230207646181417785347350068318045949925043856552892554184546101859044747632652657432
731,2673728955870615103823090708892673675034159022974962521928276446277092273050929522373816326328716
732,1336864477935307551911545354446336837517079511487481260964138223138546136525464761186908163164358
733,668432238967653775955772677223168418758539755743740630482069111569273068262732380593454081582179
734,2005296716902961327867318031669505256275619267231221891446207334707819204788197141780362244746538
735,1002648358451480663933659015834752628137809633615610945723103667353909602394098570890181122373269
736,3007945075354441991800977047504257884413428900846832837169311002061728807182295712670543367119808
737,1503972537677220995900488523752128942206714450423416418584655501030864403591147856335271683559904
738,751986268838610497950244261876064471103357225211708209292327750515432201795573928167635841779952
739,375993134419305248975122130938032235551678612605854104646163875257716100897786964083817920889976
740,187996567209652624487561065469016117775839306302927052323081937628858050448893482041908960444988
741,93998283604826312243780532734508058887919653151463526161540968814429025224446741020954480222494
742,46999141802413156121890266367254029443959826575731763080770484407214512612223370510477240111247
743,140997425407239468365670799101762088331879479727195289242311453221643537836670111531431720333742
744,70498712703619734182835399550881044165939739863597644621155726610821768918335055765715860166871
745,211496138110859202548506198652643132497819219590792933863467179832465306755005167297147580500614
746,105748069055429601274253099326321566248909609795396466931733589916232653377502583648573790250307
747,317244207166288803822759297978964698746728829386189400795200769748697960132507750945721370750922
748,158622103583144401911379648989482349373364414693094700397600384874348980066253875472860685375461
749,475866310749433205734138946968447048120093244079284101192801154623046940198761626418582056126384
750,237933155374716602867069473484223524060046622039642050596400577311523470099380813209291028063192
751,118966577687358301433534736742111762030023311019821025298200288655761735049690406604645514031596
752,59483288843679150716767368371055881015011655509910512649100144327880867524845203302322757015798
753,29741644421839575358383684185527940507505827754955256324550072163940433762422601651161378507899
754,89224933265518726075151052556583821522517483264865768973650216491821301287267804953484135523698
755,44612466632759363037575526278291910761258741632432884486825108245910650643633902476742067761849
756,133837399898278089112726578834875732283776224897298653460475324737731951930901707430226203285548
757,66918699949139044556363289417437866141888112448649326730237662368865975965450853715113101642774
758,33459349974569522278181644708718933070944056224324663365118831184432987982725426857556550821387
759,100378049923708566834544934126156799212832168672973990095356493553298963948176280572669652464162
760,50189024961854283417272467063078399606416084336486995047678246776649481974088140286334826232081
761,150567074885562850251817401189235198819248253009460985143034740329948445922264420859004478696244
762,75283537442781425125908700594617599409624126504730492571517370164974222961132210429502239348122
763,37641768721390712562954350297308799704812063252365246285758685082487111480566105214751119674061
764,112925306164172137688863050891926399114436189757095738857276055247461334441698315644253359022184
765,56462653082086068844431525445963199557218094878547869428638027623730667220849157822126679511092
766,28231326541043034422215762722981599778609047439273934714319013811865333610424578911063339755546
767,14115663270521517211107881361490799889304523719636967357159506905932666805212289455531669877773
768,42346989811564551633323644084472399667913571158910902071478520717798000415636868366595009633320
769,21173494905782275816661822042236199833956785579455451035739260358899000207818434183297504816660
770,10586747452891137908330911021118099916978392789727725517869630179449500103909217091648752408330
771,5293373726445568954165455510559049958489196394863862758934815089724750051954608545824376204165
772,15880121179336706862496366531677149875467589184591588276804445269174250155863825637473128612496
773,7940060589668353431248183265838574937733794592295794138402222634587125077931912818736564306248
774,3970030294834176715624091632919287468866897296147897069201111317293562538965956409368282153124
775,1985015147417088357812045816459643734433448648073948534600555658646781269482978204684141076562
776,992507573708544178906022908229821867216724324036974267300277829323390634741489102342070538281
777,2977522721125632536718068724689465601650172972110922801900833487970171904224467307026211614844
778,1488761360562816268359034362344732800825086486055461400950416743985085952112233653513105807422
779,744380680281408134179517181172366400412543243027730700475208371992542976056116826756552903711
780,2233142040844224402538551543517099201237629729083192101425625115977628928168350480269658711134
