Step,Number
933,4391238540303934583816259807130717189650883290621336199559685086381368467475599502718
934,2195619270151967291908129903565358594825441645310668099779842543190684233737799751359
935,6586857810455901875724389710696075784476324935932004299339527629572052701213399254078
936,3293428905227950937862194855348037892238162467966002149669763814786026350606699627039
937,9880286715683852813586584566044113676714487403898006449009291444358079051820098881118
938,4940143357841926406793292283022056838357243701949003224504645722179039525910049440559
939,14820430073525779220379876849066170515071731105847009673513937166537118577730148321678
940,7410215036762889610189938424533085257535865552923504836756968583268559288865074160839
941,22230645110288668830569815273599255772607596658770514510270905749805677866595222482518
942,11115322555144334415284907636799627886303798329385257255135452874902838933297611241259
943,33345967665433003245854722910398883658911394988155771765406358624708516799892833723778
944,16672983832716501622927361455199441829455697494077885882703179312354258399946416861889
945,50018951498149504868782084365598325488367092482233657648109537937062775199839250585668
946,25009475749074752434391042182799162744183546241116828824054768968531387599919625292834
947,12504737874537376217195521091399581372091773120558414412027384484265693799959812646417
948,37514213623612128651586563274198744116275319361675243236082153452797081399879437939252
949,18757106811806064325793281637099372058137659680837621618041076726398540699939718969626
950,9378553405903032162896640818549686029068829840418810809020538363199270349969859484813
951,28135660217709096488689922455649058087206489521256432427061615089597811049909578454440
952,14067830108854548244344961227824529043603244760628216213530807544798905524954789227220
953,7033915054427274122172480613912264521801622380314108106765403772399452762477394613610
954,3516957527213637061086240306956132260900811190157054053382701886199726381238697306805
955,10550872581640911183258720920868396782702433570471162160148105658599179143716091920416
956,5275436290820455591629360460434198391351216785235581080074052829299589571858045960208
957,2637718145410227795814680230217099195675608392617790540037026414649794785929022980104
958,1318859072705113897907340115108549597837804196308895270018513207324897392964511490052
959,659429536352556948953670057554274798918902098154447635009256603662448696482255745026
960,329714768176278474476835028777137399459451049077223817504628301831224348241127872513
961,989144304528835423430505086331412198378353147231671452513884905493673044723383617540
962,494572152264417711715252543165706099189176573615835726256942452746836522361691808770
963,247286076132208855857626271582853049594588286807917863128471226373418261180845904385
964,741858228396626567572878814748559148783764860423753589385413679120254783542537713156
965,370929114198313283786439407374279574391882430211876794692706839560127391771268856578
966,185464557099156641893219703687139787195941215105938397346353419780063695885634428289
967,556393671297469925679659111061419361587823645317815192039060259340191087656903284868
968,278196835648734962839829555530709680793911822658907596019530129670095543828451642434
969,139098417824367481419914777765354840396955911329453798009765064835047771914225821217
970,417295253473102444259744333296064521190867733988361394029295194505143315742677463652
971,208647626736551222129872166648032260595433866994180697014647597252571657871338731826
972,104323813368275611064936083324016130297716933497090348507323798626285828935669365913
973,312971440104826833194808249972048390893150800491271045521971395878857486807008097740
974,156485720052413416597404124986024195446575400245635522760985697939428743403504048870
975,78242860026206708298702062493012097723287700122817761380492848969714371701752024435
976,234728580078620124896106187479036293169863100368453284141478546909143115105256073306
977,117364290039310062448053093739518146584931550184226642070739273454571557552628036653
978,352092870117930187344159281218554439754794650552679926212217820363714672657884109960
979,176046435058965093672079640609277219877397325276339963106108910181857336328942054980
980,88023217529482546836039820304638609938698662638169981553054455090928668164471027490
981,44011608764741273418019910152319304969349331319084990776527227545464334082235513745
982,132034826294223820254059730456957914908047993957254972329581682636393002246706541236
983,66017413147111910127029865228478957454023996978627486164790841318196501123353270618
984,33008706573555955063514932614239478727011998489313743082395420659098250561676635309
985,99026119720667865190544797842718436181035995467941229247186261977294751685029905928
986,49513059860333932595272398921359218090517997733970614623593130988647375842514952964
987,24756529930166966297636199460679609045258998866985307311796565494323687921257476482
988,12378264965083483148818099730339804522629499433492653655898282747161843960628738241
989,37134794895250449446454299191019413567888498300477960967694848241485531881886214724
990,18567397447625224723227149595509706783944249150238980483847424120742765940943107362
991,9283698723812612361613574797754853391972124575119490241923712060371382970471553681
992,27851096171437837084840724393264560175916373725358470725771136181114148911414661044
993,13925548085718918542420362196632280087958186862679235362885568090557074455707330522
994,6962774042859459271210181098316140043979093431339617681442784045278537227853665261
995,20888322128578377813630543294948420131937280294018853044328352135835611683560995784
996,10444161064289188906815271647474210065968640147009426522164176067917805841780497892
997,5222080532144594453407635823737105032984320073504713261082088033958902920890248946
998,2611040266072297226703817911868552516492160036752356630541044016979451460445124473
999,7833120798216891680111453735605657549476480110257069891623132050938354381335373420
1000,3916560399108445840055726867802828774738240055128534945811566025469177190667686710
1001,1958280199554222920027863433901414387369120027564267472905783012734588595333843355
1002,5874840598662668760083590301704243162107360082692802418717349038203765786001530066
1003,2937420299331334380041795150852121581053680041346401209358674519101882893000765033
1004,8812260897994003140125385452556364743161040124039203628076023557305648679002295100
1005,4406130448997001570062692726278182371580520062019601814038011778652824339501147550
1006,2203065224498500785031346363139091185790260031009800907019005889326412169750573775
1007,6609195673495502355094039089417273557370780093029402721057017667979236509251721326
1008,3304597836747751177547019544708636778685390046514701360528508833989618254625860663
1009,9913793510243253532641058634125910336056170139544104081585526501968854763877581990
1010,4956896755121626766320529317062955168028085069772052040792763250984427381938790995
1011,14870690265364880298961587951188865504084255209316156122378289752953282145816372986
1012,7435345132682440149480793975594432752042127604658078061189144876476641072908186493
1013,22306035398047320448442381926783298256126382813974234183567434629429923218724559480
1014,11153017699023660224221190963391649128063191406987117091783717314714961609362279740
1015,5576508849511830112110595481695824564031595703493558545891858657357480804681139870
1016,2788254424755915056055297740847912282015797851746779272945929328678740402340569935
1017,8364763274267745168165893222543736846047393555240337818837787986036221207021709806
1018,4182381637133872584082946611271868423023696777620168909418893993018110603510854903
1019,12547144911401617752248839833815605269071090332860506728256681979054331810532564710
1020,6273572455700808876124419916907802634535545166430253364128340989527165905266282355
1021,18820717367102426628373259750723407903606635499290760092385022968581497715798847066
1022,9410358683551213314186629875361703951803317749645380046192511484290748857899423533
1023,28231076050653639942559889626085111855409953248936140138577534452872246573698270600
1024,14115538025326819971279944813042555927704976624468070069288767226436123286849135300
1025,7057769012663409985639972406521277963852488312234035034644383613218061643424567650
1026,3528884506331704992819986203260638981926244156117017517322191806609030821712283825
1027,10586653518995114978459958609781916945778732468351052551966575419827092465136851476
1028,5293326759497557489229979304890958472889366234175526275983287709913546232568425738
1029,2646663379748778744614989652445479236444683117087763137991643854956773116284212869
1030,7939990139246336233844968957336437709334049351263289413974931564870319348852638608
1031,3969995069623168116922484478668218854667024675631644706987465782435159674426319304
1032,1984997534811584058461242239334109427333512337815822353493732891217579837213159652
1033,992498767405792029230621119667054713666756168907911176746866445608789918606579826
1034,496249383702896014615310559833527356833378084453955588373433222804394959303289913
1035,1488748151108688043845931679500582070500134253361866765120299668413184877909869740
1036,744374075554344021922965839750291035250067126680933382560149834206592438954934870
1037,372187037777172010961482919875145517625033563340466691280074917103296219477467435
1038,1116561113331516032884448759625436552875100690021400073840224751309888658432402306
1039,558280556665758016442224379812718276437550345010700036920112375654944329216201153
1040,1674841669997274049326673139438154829312651035032100110760337126964832987648603460
1041,837420834998637024663336569719077414656325517516050055380168563482416493824301730
1042,418710417499318512331668284859538707328162758758025027690084281741208246912150865
1043,1256131252497955536995004854578616121984488276274075083070252845223624740736452596
1044,628065626248977768497502427289308060992244138137037541535126422611812370368226298
1045,314032813124488884248751213644654030496122069068518770767563211305906185184113149
1046,942098439373466652746253640933962091488366207205556312302689633917718555552339448
1047,471049219686733326373126820466981045744183103602778156151344816958859277776169724
1048,235524609843366663186563410233490522872091551801389078075672408479429638888084862
1049,117762304921683331593281705116745261436045775900694539037836204239714819444042431
1050,353286914765049994779845115350235784308137327702083617113508612719144458332127294
1051,176643457382524997389922557675117892154068663851041808556754306359572229166063647
1052,529930372147574992169767673025353676462205991553125425670262919078716687498190942
1053,264965186073787496084883836512676838231102995776562712835131459539358343749095471
1054,794895558221362488254651509538030514693308987329688138505394378618075031247286414
1055,397447779110681244127325754769015257346654493664844069252697189309037515623643207
1056,1192343337332043732381977264307045772039963480994532207758091567927112546870929622
1057,596171668666021866190988632153522886019981740497266103879045783963556273435464811
1058,1788515005998065598572965896460568658059945221491798311637137351890668820306394434
1059,894257502999032799286482948230284329029972610745899155818568675945334410153197217
1060,2682772508997098397859448844690852987089917832237697467455706027836003230459591652
1061,1341386254498549198929724422345426493544958916118848733727853013918001615229795826
1062,670693127249274599464862211172713246772479458059424366863926506959000807614897913
1063,2012079381747823798394586633518139740317438374178273100591779520877002422844693740
1064,1006039690873911899197293316759069870158719187089136550295889760438501211422346870
1065,503019845436955949598646658379534935079359593544568275147944880219250605711173435
1066,1509059536310867848795939975138604805238078780633704825443834640657751817133520306
1067,754529768155433924397969987569302402619039390316852412721917320328875908566760153
1068,2263589304466301773193909962707907207857118170950557238165751960986627725700280460
1069,1131794652233150886596954981353953603928559085475278619082875980493313862850140230
1070,565897326116575443298477490676976801964279542737639309541437990246656931425070115
1071,1697691978349726329895432472030930405892838628212917928624313970739970794275210346
1072,848845989174863164947716236015465202946419314106458964312156985369985397137605173
1073,2546537967524589494843148708046395608839257942319376892936470956109956191412815520
1074,1273268983762294747421574354023197804419628971159688446468235478054978095706407760
1075,636634491881147373710787177011598902209814485579844223234117739027489047853203880
1076,318317245940573686855393588505799451104907242789922111617058869513744523926601940
1077,159158622970286843427696794252899725552453621394961055808529434756872261963300970
1078,79579311485143421713848397126449862776226810697480527904264717378436130981650485
1079,238737934455430265141545191379349588328680432092441583712794152135308392944951456
1080,119368967227715132570772595689674794164340216046220791856397076067654196472475728
1081,59684483613857566285386297844837397082170108023110395928198538033827098236237864
1082,29842241806928783142693148922418698541085054011555197964099269016913549118118932
1083,14921120903464391571346574461209349270542527005777598982049634508456774559059466
1084,7460560451732195785673287230604674635271263502888799491024817254228387279529733
1085,22381681355196587357019861691814023905813790508666398473074451762685161838589200
1086,11190840677598293678509930845907011952906895254333199236537225881342580919294600
1087,5595420338799146839254965422953505976453447627166599618268612940671290459647300
1088,2797710169399573419627482711476752988226723813583299809134306470335645229823650
1089,1398855084699786709813741355738376494113361906791649904567153235167822614911825
1090,4196565254099360129441224067215129482340085720374949713701459705503467844735476
1091,2098282627049680064720612033607564741170042860187474856850729852751733922367738
1092,1049141313524840032360306016803782370585021430093737428425364926375866961183869
1093,3147423940574520097080918050411347111755064290281212285276094779127600883551608
1094,1573711970287260048540459025205673555877532145140606142638047389563800441775804
1095,786855985143630024270229512602836777938766072570303071319023694781900220887902
1096,393427992571815012135114756301418388969383036285151535659511847390950110443951
1097,1180283977715445036405344268904255166908149108855454606978535542172850331331854
1098,590141988857722518202672134452127583454074554427727303489267771086425165665927
1099,1770425966573167554608016403356382750362223663283181910467803313259275496997782
1100,885212983286583777304008201678191375181111831641590955233901656629637748498891
1101,2655638949859751331912024605034574125543335494924772865701704969888913245496674
1102,1327819474929875665956012302517287062771667747462386432850852484944456622748337
1103,3983458424789626997868036907551861188315003242387159298552557454833369868245012
1104,1991729212394813498934018453775930594157501621193579649276278727416684934122506
1105,995864606197406749467009226887965297078750810596789824638139363708342467061253
1106,2987593818592220248401027680663895891236252431790369473914418091125027401183760
1107,1493796909296110124200513840331947945618126215895184736957209045562513700591880
1108,746898454648055062100256920165973972809063107947592368478604522781256850295940
1109,373449227324027531050128460082986986404531553973796184239302261390628425147970
1110,186724613662013765525064230041493493202265776986898092119651130695314212573985
1111,560173840986041296575192690124480479606797330960694276358953392085942637721956
1112,280086920493020648287596345062240239803398665480347138179476696042971318860978
1113,140043460246510324143798172531120119901699332740173569089738348021485659430489
1114,420130380739530972431394517593360359705097998220520707269215044064456978291468
1115,210065190369765486215697258796680179852548999110260353634607522032228489145734
1116,105032595184882743107848629398340089926274499555130176817303761016114244572867
1117,315097785554648229323545888195020269778823498665390530451911283048342733718602
1118,157548892777324114661772944097510134889411749332695265225955641524171366859301
1119,472646678331972343985318832292530404668235247998085795677866924572514100577904
1120,236323339165986171992659416146265202334117623999042897838933462286257050288952
1121,118161669582993085996329708073132601167058811999521448919466731143128525144476
1122,59080834791496542998164854036566300583529405999760724459733365571564262572238
1123,29540417395748271499082427018283150291764702999880362229866682785782131286119
1124,88621252187244814497247281054849450875294108999641086689600048357346393858358
1125,44310626093622407248623640527424725437647054499820543344800024178673196929179
1126,132931878280867221745870921582274176312941163499461630034400072536019590787538
1127,66465939140433610872935460791137088156470581749730815017200036268009795393769
1128,199397817421300832618806382373411264469411745249192445051600108804029386181308
1129,99698908710650416309403191186705632234705872624596222525800054402014693090654
1130,49849454355325208154701595593352816117352936312298111262900027201007346545327
1131,149548363065975624464104786780058448352058808936894333788700081603022039635982
1132,74774181532987812232052393390029224176029404468447166894350040801511019817991
1133,224322544598963436696157180170087672528088213405341500683050122404533059453974
1134,112161272299481718348078590085043836264044106702670750341525061202266529726987
1135,336483816898445155044235770255131508792132320108012251024575183606799589180962
1136,168241908449222577522117885127565754396066160054006125512287591803399794590481
1137,504725725347667732566353655382697263188198480162018376536862775410199383771444
1138,252362862673833866283176827691348631594099240081009188268431387705099691885722
1139,126181431336916933141588413845674315797049620040504594134215693852549845942861
1140,378544294010750799424765241537022947391148860121513782402647081557649537828584
1141,189272147005375399712382620768511473695574430060756891201323540778824768914292
1142,94636073502687699856191310384255736847787215030378445600661770389412384457146
1143,47318036751343849928095655192127868423893607515189222800330885194706192228573
1144,141954110254031549784286965576383605271680822545567668400992655584118576685720
1145,70977055127015774892143482788191802635840411272783834200496327792059288342860
1146,35488527563507887446071741394095901317920205636391917100248163896029644171430
1147,17744263781753943723035870697047950658960102818195958550124081948014822085715
1148,53232791345261831169107612091143851976880308454587875650372245844044466257146
1149,26616395672630915584553806045571925988440154227293937825186122922022233128573
1150,79849187017892746753661418136715777965320462681881813475558368766066699385720
1151,39924593508946373376830709068357888982660231340940906737779184383033349692860
1152,19962296754473186688415354534178944491330115670470453368889592191516674846430
1153,9981148377236593344207677267089472245665057835235226684444796095758337423215
1154,29943445131709780032623031801268416736995173505705680053334388287275012269646
1155,14971722565854890016311515900634208368497586752852840026667194143637506134823
1156,44915167697564670048934547701902625105492760258558520080001582430912518404470
1157,22457583848782335024467273850951312552746380129279260040000791215456259202235
1158,67372751546347005073401821552853937658239140387837780120002373646368777606706
1159,33686375773173502536700910776426968829119570193918890060001186823184388803353
1160,101059127319520507610102732329280906487358710581756670180003560469553166410060
1161,50529563659760253805051366164640453243679355290878335090001780234776583205030
1162,25264781829880126902525683082320226621839677645439167545000890117388291602515
1163,75794345489640380707577049246960679865519032936317502635002670352164874807546
1164,37897172744820190353788524623480339932759516468158751317501335176082437403773
1165,113691518234460571061365573870441019798278549404476253952504005528247312211320
1166,56845759117230285530682786935220509899139274702238126976252002764123656105660
1167,28422879558615142765341393467610254949569637351119063488126001382061828052830
1168,14211439779307571382670696733805127474784818675559531744063000691030914026415
1169,42634319337922714148012090201415382424354456026678595232189002073092742079246
1170,21317159668961357074006045100707691212177228013339297616094501036546371039623
1171,63951479006884071222018135302123073636531684040017892848283503109639113118870
1172,31975739503442035611009067651061536818265842020008946424141751554819556559435
1173,95927218510326106833027202953184610454797526060026839272425254664458669678306
1174,47963609255163053416513601476592305227398763030013419636212627332229334839153
1175,143890827765489160249540804429776915682196289090040258908637881996688004517460
1176,71945413882744580124770402214888457841098144545020129454318940998344002258730
1177,35972706941372290062385201107444228920549072272510064727159470499172001129365
1178,107918120824116870187155603322332686761647216817530194181478411497516003388096
1179,53959060412058435093577801661166343380823608408765097090739205748758001694048
1180,26979530206029217546788900830583171690411804204382548545369602874379000847024
1181,13489765103014608773394450415291585845205902102191274272684801437189500423512
1182,6744882551507304386697225207645792922602951051095637136342400718594750211756
1183,3372441275753652193348612603822896461301475525547818568171200359297375105878
1184,1686220637876826096674306301911448230650737762773909284085600179648687552939
1185,5058661913630478290022918905734344691952213288321727852256800538946062658818
1186,2529330956815239145011459452867172345976106644160863926128400269473031329409
1187,7587992870445717435034378358601517037928319932482591778385200808419093988228
1188,3793996435222858717517189179300758518964159966241295889192600404209546994114
1189,1896998217611429358758594589650379259482079983120647944596300202104773497057
1190,5690994652834288076275783768951137778446239949361943833788900606314320491172
1191,2845497326417144038137891884475568889223119974680971916894450303157160245586
1192,1422748663208572019068945942237784444611559987340485958447225151578580122793
1193,4268245989625716057206837826713353333834679962021457875341675454735740368380
1194,2134122994812858028603418913356676666917339981010728937670837727367870184190
1195,1067061497406429014301709456678338333458669990505364468835418863683935092095
1196,3201184492219287042905128370035015000376009971516093406506256591051805276286
1197,1600592246109643521452564185017507500188004985758046703253128295525902638143
1198,4801776738328930564357692555052522500564014957274140109759384886577707914430
1199,2400888369164465282178846277526261250282007478637070054879692443288853957215
1200,7202665107493395846536538832578783750846022435911210164639077329866561871646
1201,3601332553746697923268269416289391875423011217955605082319538664933280935823
1202,10803997661240093769804808248868175626269033653866815246958615994799842807470
1203,5401998830620046884902404124434087813134516826933407623479307997399921403735
1204,16205996491860140654707212373302263439403550480800222870437923992199764211206
1205,8102998245930070327353606186651131719701775240400111435218961996099882105603
1206,24308994737790210982060818559953395159105325721200334305656885988299646316810
1207,12154497368895105491030409279976697579552662860600167152828442994149823158405
1208,36463492106685316473091227839930092738657988581800501458485328982449469475216
1209,18231746053342658236545613919965046369328994290900250729242664491224734737608
1210,9115873026671329118272806959982523184664497145450125364621332245612367368804
1211,4557936513335664559136403479991261592332248572725062682310666122806183684402
1212,2278968256667832279568201739995630796166124286362531341155333061403091842201
1213,6836904770003496838704605219986892388498372859087594023465999184209275526604
1214,3418452385001748419352302609993446194249186429543797011732999592104637763302
1215,1709226192500874209676151304996723097124593214771898505866499796052318881651
1216,5127678577502622629028453914990169291373779644315695517599499388156956644954
1217,2563839288751311314514226957495084645686889822157847758799749694078478322477
1218,7691517866253933943542680872485253937060669466473543276399249082235434967432
1219,3845758933126966971771340436242626968530334733236771638199624541117717483716
1220,1922879466563483485885670218121313484265167366618385819099812270558858741858
1221,961439733281741742942835109060656742132583683309192909549906135279429370929
1222,2884319199845225228828505327181970226397751049927578728649718405838288112788
1223,1442159599922612614414252663590985113198875524963789364324859202919144056394
1224,721079799961306307207126331795492556599437762481894682162429601459572028197
1225,2163239399883918921621378995386477669798313287445684046487288804378716084592
1226,1081619699941959460810689497693238834899156643722842023243644402189358042296
1227,540809849970979730405344748846619417449578321861421011621822201094679021148
1228,270404924985489865202672374423309708724789160930710505810911100547339510574
1229,135202462492744932601336187211654854362394580465355252905455550273669755287
1230,405607387478234797804008561634964563087183741396065758716366650821009265862
1231,202803693739117398902004280817482281543591870698032879358183325410504632931
1232,608411081217352196706012842452446844630775612094098638074549976231513898794
1233,304205540608676098353006421226223422315387806047049319037274988115756949397
1234,912616621826028295059019263678670266946163418141147957111824964347270848192
1235,456308310913014147529509631839335133473081709070573978555912482173635424096
1236,228154155456507073764754815919667566736540854535286989277956241086817712048
1237,114077077728253536882377407959833783368270427267643494638978120543408856024
1238,57038538864126768441188703979916891684135213633821747319489060271704428012
1239,28519269432063384220594351989958445842067606816910873659744530135852214006
1240,14259634716031692110297175994979222921033803408455436829872265067926107003
1241,42778904148095076330891527984937668763101410225366310489616795203778321010
1242,21389452074047538165445763992468834381550705112683155244808397601889160505
1243,64168356222142614496337291977406503144652115338049465734425192805667481516
1244,32084178111071307248168645988703251572326057669024732867212596402833740758
1245,16042089055535653624084322994351625786163028834512366433606298201416870379
1246,48126267166606960872252968983054877358489086503537099300818894604250611138
1247,24063133583303480436126484491527438679244543251768549650409447302125305569
1248,72189400749910441308379453474582316037733629755305648951228341906375916708
1249,36094700374955220654189726737291158018866814877652824475614170953187958354
1250,18047350187477610327094863368645579009433407438826412237807085476593979177
1251,54142050562432830981284590105936737028300222316479236713421256429781937532
1252,27071025281216415490642295052968368514150111158239618356710628214890968766
1253,13535512640608207745321147526484184257075055579119809178355314107445484383
1254,40606537921824623235963442579452552771225166737359427535065942322336453150
1255,20303268960912311617981721289726276385612583368679713767532971161168226575
1256,60909806882736934853945163869178829156837750106039141302598913483504679726
1257,30454903441368467426972581934589414578418875053019570651299456741752339863
1258,91364710324105402280917745803768243735256625159058711953898370225257019590
1259,45682355162052701140458872901884121867628312579529355976949185112628509795
1260,137047065486158103421376618705652365602884937738588067930847555337885529386
1261,68523532743079051710688309352826182801442468869294033965423777668942764693
1262,205570598229237155132064928058478548404327406607882101896271333006828294080
1263,102785299114618577566032464029239274202163703303941050948135666503414147040
1264,51392649557309288783016232014619637101081851651970525474067833251707073520
1265,25696324778654644391508116007309818550540925825985262737033916625853536760
1266,12848162389327322195754058003654909275270462912992631368516958312926768380
1267,6424081194663661097877029001827454637635231456496315684258479156463384190
1268,3212040597331830548938514500913727318817615728248157842129239578231692095
1269,9636121791995491646815543502741181956452847184744473526387718734695076286
1270,4818060895997745823407771751370590978226423592372236763193859367347538143
1271,14454182687993237470223315254111772934679270777116710289581578102042614430
1272,7227091343996618735111657627055886467339635388558355144790789051021307215
1273,21681274031989856205334972881167659402018906165675065434372367153063921646
1274,10840637015994928102667486440583829701009453082837532717186183576531960823
1275,32521911047984784308002459321751489103028359248512598151558550729595882470
1276,16260955523992392154001229660875744551514179624256299075779275364797941235
1277,48782866571977176462003688982627233654542538872768897227337826094393823706
1278,24391433285988588231001844491313616827271269436384448613668913047196911853
1279,73174299857965764693005533473940850481813808309153345841006739141590735560
1280,36587149928982882346502766736970425240906904154576672920503369570795367780
1281,18293574964491441173251383368485212620453452077288336460251684785397683890
1282,9146787482245720586625691684242606310226726038644168230125842392698841945
1283,27440362446737161759877075052727818930680178115932504690377527178096525836
1284,13720181223368580879938537526363909465340089057966252345188763589048262918
1285,6860090611684290439969268763181954732670044528983126172594381794524131459
1286,20580271835052871319907806289545864198010133586949378517783145383572394378
1287,10290135917526435659953903144772932099005066793474689258891572691786197189
1288,30870407752579306979861709434318796297015200380424067776674718075358591568
1289,15435203876289653489930854717159398148507600190212033888337359037679295784
1290,7717601938144826744965427358579699074253800095106016944168679518839647892
1291,3858800969072413372482713679289849537126900047553008472084339759419823946
1292,1929400484536206686241356839644924768563450023776504236042169879709911973
1293,5788201453608620058724070518934774305690350071329512708126509639129735920
1294,2894100726804310029362035259467387152845175035664756354063254819564867960
1295,1447050363402155014681017629733693576422587517832378177031627409782433980
1296,723525181701077507340508814866846788211293758916189088515813704891216990
1297,361762590850538753670254407433423394105646879458094544257906852445608495
1298,1085287772551616261010763222300270182316940638374283632773720557336825486
1299,542643886275808130505381611150135091158470319187141816386860278668412743
1300,1627931658827424391516144833450405273475410957561425449160580836005238230
1301,813965829413712195758072416725202636737705478780712724580290418002619115
1302,2441897488241136587274217250175607910213116436342138173740871254007857346
1303,1220948744120568293637108625087803955106558218171069086870435627003928673
1304,3662846232361704880911325875263411865319674654513207260611306881011786020
1305,1831423116180852440455662937631705932659837327256603630305653440505893010
1306,915711558090426220227831468815852966329918663628301815152826720252946505
1307,2747134674271278660683494406447558898989755990884905445458480160758839516
1308,1373567337135639330341747203223779449494877995442452722729240080379419758
1309,686783668567819665170873601611889724747438997721226361364620040189709879
1310,2060351005703458995512620804835669174242316993163679084093860120569129638
1311,1030175502851729497756310402417834587121158496581839542046930060284564819
1312,3090526508555188493268931207253503761363475489745518626140790180853694458
1313,1545263254277594246634465603626751880681737744872759313070395090426847229
1314,4635789762832782739903396810880255642045213234618277939211185271280541688
1315,2317894881416391369951698405440127821022606617309138969605592635640270844
1316,1158947440708195684975849202720063910511303308654569484802796317820135422
1317,579473720354097842487924601360031955255651654327284742401398158910067711
1318,1738421161062293527463773804080095865766954962981854227204194476730203134
1319,869210580531146763731886902040047932883477481490927113602097238365101567
1320,2607631741593440291195660706120143798650432444472781340806291715095304702
1321,1303815870796720145597830353060071899325216222236390670403145857547652351
1322,3911447612390160436793491059180215697975648666709172011209437572642957054
1323,1955723806195080218396745529590107848987824333354586005604718786321478527
1324,5867171418585240655190236588770323546963473000063758016814156358964435582
1325,2933585709292620327595118294385161773481736500031879008407078179482217791
1326,8800757127877860982785354883155485320445209500095637025221234538446653374
1327,4400378563938930491392677441577742660222604750047818512610617269223326687
1328,13201135691816791474178032324733227980667814250143455537831851807669980062
1329,6600567845908395737089016162366613990333907125071727768915925903834990031
1330,19801703537725187211267048487099841971001721375215183306747777711504970094
1331,9900851768862593605633524243549920985500860687607591653373888855752485047
1332,29702555306587780816900572730649762956502582062822774960121666567257455142
1333,14851277653293890408450286365324881478251291031411387480060833283628727571
1334,44553832959881671225350859095974644434753873094234162440182499850886182714
1335,22276916479940835612675429547987322217376936547117081220091249925443091357
1336,66830749439822506838026288643961966652130809641351243660273749776329274072
1337,33415374719911253419013144321980983326065404820675621830136874888164637036
1338,16707687359955626709506572160990491663032702410337810915068437444082318518
1339,8353843679977813354753286080495245831516351205168905457534218722041159259
1340,25061531039933440064259858241485737494549053615506716372602656166123477778
1341,12530765519966720032129929120742868747274526807753358186301328083061738889
1342,37592296559900160096389787362228606241823580423260074558903984249185216668
1343,18796148279950080048194893681114303120911790211630037279451992124592608334
1344,9398074139975040024097446840557151560455895105815018639725996062296304167
1345,28194222419925120072292340521671454681367685317445055919177988186888912502
1346,14097111209962560036146170260835727340683842658722527959588994093444456251
1347,42291333629887680108438510782507182022051527976167583878766982280333368754
1348,21145666814943840054219255391253591011025763988083791939383491140166684377
1349,63437000444831520162657766173760773033077291964251375818150473420500053132
1350,31718500222415760081328883086880386516538645982125687909075236710250026566
1351,15859250111207880040664441543440193258269322991062843954537618355125013283
1352,47577750333623640121993324630320579774807968973188531863612855065375039850
1353,23788875166811820060996662315160289887403984486594265931806427532687519925
1354,71366625500435460182989986945480869662211953459782797795419282598062559776
1355,35683312750217730091494993472740434831105976729891398897709641299031279888
1356,17841656375108865045747496736370217415552988364945699448854820649515639944
1357,8920828187554432522873748368185108707776494182472849724427410324757819972
1358,4460414093777216261436874184092554353888247091236424862213705162378909986
1359,2230207046888608130718437092046277176944123545618212431106852581189454993
1360,6690621140665824392155311276138831530832370636854637293320557743568364980
1361,3345310570332912196077655638069415765416185318427318646660278871784182490
1362,1672655285166456098038827819034707882708092659213659323330139435892091245
1363,5017965855499368294116483457104123648124277977640977969990418307676273736
1364,2508982927749684147058241728552061824062138988820488984995209153838136868
1365,1254491463874842073529120864276030912031069494410244492497604576919068434
1366,627245731937421036764560432138015456015534747205122246248802288459534217
1367,1881737195812263110293681296414046368046604241615366738746406865378602652
1368,940868597906131555146840648207023184023302120807683369373203432689301326
1369,470434298953065777573420324103511592011651060403841684686601716344650663
1370,1411302896859197332720260972310534776034953181211525054059805149033951990
1371,705651448429598666360130486155267388017476590605762527029902574516975995
1372,2116954345288795999080391458465802164052429771817287581089707723550927986
1373,1058477172644397999540195729232901082026214885908643790544853861775463993
1374,3175431517933193998620587187698703246078644657725931371634561585326391980
1375,1587715758966596999310293593849351623039322328862965685817280792663195990
1376,793857879483298499655146796924675811519661164431482842908640396331597995
1377,2381573638449895498965440390774027434558983493294448528725921188994793986
1378,1190786819224947749482720195387013717279491746647224264362960594497396993
1379,3572360457674843248448160586161041151838475239941672793088881783492190980
1380,1786180228837421624224080293080520575919237619970836396544440891746095490
1381,893090114418710812112040146540260287959618809985418198272220445873047745
1382,2679270343256132436336120439620780863878856429956254594816661337619143236
1383,1339635171628066218168060219810390431939428214978127297408330668809571618
1384,669817585814033109084030109905195215969714107489063648704165334404785809
1385,2009452757442099327252090329715585647909142322467190946112496003214357428
1386,1004726378721049663626045164857792823954571161233595473056248001607178714
1387,502363189360524831813022582428896411977285580616797736528124000803589357
1388,1507089568081574495439067747286689235931856741850393209584372002410768072
1389,753544784040787247719533873643344617965928370925196604792186001205384036
1390,376772392020393623859766936821672308982964185462598302396093000602692018
1391,188386196010196811929883468410836154491482092731299151198046500301346009
1392,565158588030590435789650405232508463474446278193897453594139500904038028
1393,282579294015295217894825202616254231737223139096948726797069750452019014
1394,141289647007647608947412601308127115868611569548474363398534875226009507
1395,423868941022942826842237803924381347605834708645423090195604625678028522
1396,211934470511471413421118901962190673802917354322711545097802312839014261
